LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal
LRP181a,178.118,Culvert,Box culvert,22.8045833,91.5591111
LRP182,178.963,Km Post,Km post missing,22.7974719,91.5613611
LRP182a,179.456,Culvert,Box Culvert,22.7934163,91.5633333
LRP182b,179.928,Culvert,Box culvert,22.7896108,91.5654444
LRP183,179.963,Km Post,Km post missing,22.7893608,91.5655833
LRP183a,180.957,Bridge,Bridge start,22.7813327,91.5695271
LRP184,180.963,Km Post,Km post missing,22.7812216,91.5695827
LRP184a,180.978,Bridge,Bridge end,22.7811382,91.5696382
LRP184b,181.464,"Side Road, Left",Road to Narayanhat (Z1021),22.7771104,91.5713327
LRP184c,181.939,Culvert,Box culvert,22.7732771,91.5733604
LRP185,181.963,Km Post,Km post missing,22.7730271,91.5734716
LRP185a,182.432,Culvert,Box culvert,22.7693604,91.5756104
LRP185b,182.434,Culvert,Box culvert,22.7661944,91.5779993
LRP186,182.963,Km Post,Km post missing,22.7654722,91.5785549
LRP186a,183.416,Culvert,Box culvert,22.7621944,91.5811382
LRP187,183.963,Km Post,Km post missing,22.7585278,91.5845274
LRP187a,184.783,Bridge,Bridge start,22.7526389,91.5893608
LRP187b,184.806,Bridge,Bridge end,22.7525,91.5894719
LRP188,184.963,Km Post,Km post missing,22.7513333,91.5903608
LRP188a,185.195,Culvert,Box culvert,22.7496386,91.5916386
LRP189,185.963,Km Post,Km post missing,22.7435552,91.5949163
LRP189a,185.995,Culvert,Box culvert,22.7433052,91.5950274
LRP190,186.963,Km Post,Km post missing,22.7349997,91.5979441
LRP190a,186.975,Culvert,Box culvert,22.7349163,91.5979719
LRP191,187.963,Km Post,Km post missing,22.7263882,91.6007778
LRP191a,188.502,Culvert,Box culvert,22.7221104,91.6030833
LRP192,188.963,Km Post,Km post missing,22.7185549,91.6053056
LRP192a,189.223,Culvert,Box culvert,22.7165556,91.6065556
LRP192b,189.298,Culvert,Box culvert,22.716,91.6069167
LRP193,189.513,Km Post,"Ctg 52 km,Sitakhada 12 km",22.7143889,91.6079444
LRP193a,189.769,Culvert,Box culvert,22.7124167,91.6090556
LRP193b,190.376,Culvert,Box Culvert,22.7076111,91.6118056
LRP194,190.513,Km Post,Km post missing,22.7065556,91.6123611
LRP194a,190.581,Culvert,Box culvert,22.706,91.6126944
LRP194b,190.923,Culvert,Box culvert,22.7033056,91.6142222
LRP194c,191.304,Culvert,Box culvert,22.7002222,91.6157778
LRP195,191.524,Km Post,"Ctg 50 km,Sitakanda 10 km",22.6984997,91.616666
LRP195a,192.308,Culvert,Box culvert,22.6919719,91.6198604
LRP196,192.524,Km Post,Km post missing,22.6904163,91.6205271
LRP196a,192.622,Culvert,Box culvert,22.689583,91.6208327
LRP196b,193.166,Culvert,Box culvert,22.685083,91.6228327
LRP197,193.483,Km Post,"Ctg 48 km,Sitakanda 8 km",22.6825549,91.6241938
LRP197a,194.153,Culvert,Box culvert,22.6769438,91.6268327
LRP197b,194.384,Culvert,Box culvert,22.6751382,91.6274438
LRP198,194.483,Km Post,Km post missing,22.6743049,91.6277493
LRP198a,194.603,"Side Road, Left",Road to Haidchokia (Z1086),22.6733049,91.6280827
LRP198b,194.734,Culvert,Box culvert,22.6722493,91.6285271
LRP198c,195.24,Culvert,Box culvert,22.6678604,91.6301104
LRP199,195.61,Km Post,"Ctg 46 km,Sitakanda 6 km",22.6649167,91.6315549
LRP199a,195.748,Culvert,Box culvert,22.6638333,91.6321382
LRP199b,196.288,Culvert,Box culvert,22.6596667,91.6347219
LRP200,196.61,Km Post,Km post missing,22.6571389,91.636333
LRP200a,196.967,Culvert,Box culvert,22.6543889,91.6381386
LRP200b,197.176,Culvert,Box culvert,22.6527778,91.6391663
LRP201,197.587,Km Post,"Ctg 44 km,Sitakanda 4 km",22.6494997,91.640833
LRP201a,197.654,Culvert,Box culvert,22.6489997,91.6411108
LRP201b,198.117,Culvert,Box culvert,22.6452774,91.6430552
LRP202,198.587,Km Post,Km post missing,22.641583,91.6451108
LRP202a,199.561,Culvert,Box culvert,22.6338608,91.6494719
LRP203,199.648,Km Post,"Ctg 42 km,Sitakanda 2 km",22.6330827,91.649833
LRP203a,199.783,Culvert,Box culvert,22.6320271,91.6503889
LRP203b,200.565,Culvert,Box culvert,22.625916,91.6541389
LRP204,200.648,Km Post,Km post missing,22.6252216,91.6545278
LRP204a,200.867,Culvert,Box culvert,22.6234716,91.6553056
LRP204b,201.2,Culvert,Box culvert,22.6206938,91.6563611
LRP204c,201.363,Bridge,Bridge start,22.6194993,91.6568889
LRP204d,201.383,Bridge,Bridge end,22.6180271,91.6578333
LRP204e,201.561,Culvert,Box culvert,22.6180271,91.6578333
LRP204f,201.636,Culvert,Box culvert,22.6175271,91.65825
LRP205,201.727,Km Post,"Ctg 40 km,Sitakanda 0 km",22.6169716,91.65875
LRP205a,201.743,Culvert,Box culvert,22.6168604,91.6588611
LRP205b,202.355,Culvert,Box culvert,22.6123889,91.6622222
LRP206,202.727,Km Post,Km post missing,22.6094444,91.6638333
LRP206a,202.799,Culvert,Box culvert,22.6088889,91.6641111
LRP207,203.751,Km Post,Ctg 38 km,22.6015833,91.6688327
LRP207a,203.881,Culvert,Box culvert,22.601,91.6692771
LRP207b,203.996,Culvert,Box culvert,22.6000556,91.6699438
LRP207c,204.045,Culvert,Box culvert,22.5994441,91.6703049
LRP207d,204.726,Culvert,Box culvert,22.5942219,91.6737771
LRP208,204.751,Km Post,Km post missing,22.5939997,91.6738327
LRP208a,205.159,Culvert,Box culvert,22.5907497,91.6754716
LRP209,205.916,Km Post,Info.Missing,22.584583,91.6780827
LRP209a,206.033,Bridge,Bridge start,22.5836663,91.6784716
LRP209b,206.059,Bridge,Bridge end,22.5834997,91.6785827
LRP209c,206.402,"Side Road, Left",Road to Katirhat (Z1087),22.580666,91.6799438
LRP209d,206.733,Culvert,Box culvert,22.5779438,91.6811382
LRP210,206.916,Km Post,Km post missing,22.5763604,91.6818049
LRP210a,207.293,Bridge,Bridge start,22.5731938,91.6830827
LRP210b,207.311,Bridge,Bridge end,22.5730549,91.6831938
LRP211,207.916,Km Post,Km post missing,22.5679716,91.6846941
LRP211a,208.094,Culvert,Box culvert,22.5664722,91.6851663
LRP211b,208.369,Bridge,Bridge start,22.5641389,91.6859163
LRP211c,208.383,Bridge,Bridge end,22.564,91.6859441
LRP211d,208.6,Culvert,Box culvert,22.5624722,91.6863608
LRP212,208.916,Km Post,Km post missing,22.5594444,91.6872219
LRP213,209.855,Km Post,Ctg 32 km,22.5514167,91.6896941
LRP213a,209.999,Bridge,Bridge start,22.5503056,91.6902774
LRP213b,210.03,Bridge,Bridge end,22.5501667,91.6903886
LRP214,210.855,Km Post,Km post missing,22.5438886,91.6945274
LRP214a,210.974,Culvert,Box culvert,22.5428608,91.6950274
LRP215,211.856,Km Post,Ctg 30 km,22.5354997,91.6979441
LRP215a,211.946,Culvert,Box culvert,22.5347774,91.698333
LRP216,212.856,Km Post,Km post missing,22.5273049,91.7019444
LRP216a,213.813,Bridge,Bridge start,22.519416,91.7053611
LRP216b,213.831,Bridge,Bridge end,22.5220549,91.7054444
LRP217,213.896,Km Post,Ctg 28 km,22.5187216,91.7055556
LRP217a,214.172,Bridge,Bridge start,22.5165556,91.7065833
LRP217b,214.217,Bridge,Bridge end,22.5161667,91.70675
LRP217c,214.399,Culvert,Box culvert,22.5147222,91.7074444
LRP217d,214.593,Bridge,Bridge start,22.5131389,91.7080833
LRP217e,214.634,Bridge,Bridge end,22.5127778,91.7082222
LRP218,214.896,Km Post,Km post missing,22.5106111,91.7090833
LRP218a,215.04,Bridge,Bridge start,22.5094444,91.7096389
LRP218b,215.052,Bridge,Bridge end,22.5093611,91.7096944
LRP218c,215.291,Bridge,Bridge start,22.5074444,91.7105556
LRP218d,215.309,Bridge,Bridge end,22.5073056,91.7106389
LRP218e,215.839,Culvert,Box culvert,22.503,91.7128056
LRP219,215.896,Km Post,Km post missing,22.5025556,91.7130556
LRP219a,216.581,Bridge,Bridge start,22.4969163,91.7155556
LRP219b,216.6,Bridge,Bridge end,22.4968052,91.7156389
LRP220,216.896,Km Post,Km post missing,22.494583,91.7170827
LRP220a,217.783,Culvert,Box culvert,22.4869441,91.7192771
LRP221,217.957,Km Post,Ctg 24 km,22.4854163,91.7195549
LRP221a,218.254,Culvert,Box culvert,22.4652778,91.7202493
LRP221b,218.855,Bridge,Bridge start,22.4775271,91.7210549
LRP221c,218.88,Bridge,Bridge end,22.4773049,91.7211104
LRP222,218.969,Km Post,Info.Missing,22.4765271,91.7213327
LRP222a,219.852,Culvert,Box culvert,22.4694438,91.7250549
LRP223,219.988,Km Post,Ctg 22 km,22.468416,91.7255827
LRP224,220.988,Km Post,Km post missing,22.4603056,91.7295827
LRP224a,221.172,Bridge,Bridge start,22.4588333,91.7303604
LRP224b,221.198,Bridge,Bridge end,22.4586389,91.7304716
LRP225,222.006,Km Post,Info.Missing,22.4518611,91.4666111
LRP226,223.006,Km Post,Km post missing,22.4433886,91.7364163
LRP226a,223.11,Bridge,Bridge start,22.4424997,91.7366663
LRP226b,223.141,Bridge,Bridge end,22.4422219,91.7367497
LRP227,224.066,Km Post,Km post missing,22.4349719,91.7396941
LRP227a,224.203,Culvert,Box culvert,22.4333049,91.7403608
LRP227b,224.514,Bridge,Bridge start,22.4307493,91.7415274
LRP227c,224.557,Bridge,Bridge end,22.4304438,91.7417219
LRP228,225.006,Km Post,Km post missing,22.4269716,91.7439997
LRP229,226.006,Km Post,Km post missing,22.4198882,91.7497774
LRP229a,226.171,Bridge,Bridge start,22.4185549,91.7504722
LRP229b,226.209,Bridge,Bridge end,22.4182771,91.7506667
LRP230,227.006,Km Post,Km post missing,22.4119167,91.7543611
LRP230a,227.206,Others,End of Bituminous Pavement,22.4101111,91.7544444
LRP230b,227.412,Culvert,Box culvert,22.4084167,91.7551389
LRP230c,227.414,Others,Start of Bituminous Pavement,22.7584167,91.7551389
LRP231,228.006,Km Post,Km post missing,22.4032222,91.7565278
LRP231a,228.406,"Side Road, Right",Road to Biman Bandar (Z1016),22.3996108,91.7573333
LRP231b,228.51,Bridge,Bridge start,22.3988608,91.7576667
LRP231c,228.517,Bridge,Bridge end,22.3988052,91.7576667
LRP232,229.006,Km Post,Km post missing,22.3944997,91.7586944
LRP232a,229.065,"Side Road, Right","N111, Port Connecting Road",22.3937774,91.7588056
LRP232b,229.282,Culvert,Box culvert,22.3921108,91.75925
LRP232c,229.633,Bridge,Bridge start,22.3892497,91.7605
LRP232d,229.692,Bridge,Bridge end,22.3887497,91.7607222
LRP233,230.006,Km Post,Km post missing,22.3861663,91.7618333
LRP233a,230.631,Culvert,Box culvert,22.3815271,91.7652222
LRP234,231.006,Km Post,Km post missing,22.379166,91.7675827
LRP234a,231.442,Bridge,Bridge start,22.3764716,91.770416
LRP234b,231.461,Bridge,Bridge end,22.5763327,91.7705271
LRP235,232.006,Km Post,Km post missing,22.369166,91.7741938
LRP235a,232.561,Others,End of Bituminous Road,22.3691382,91.777666
LRP235b,232.754,Others,The chittagong city area starts from Alongka cinema Hall,22.3586667,91.7822771
LRP244b,241.063,Others,Chittagong city area ends and the survey of N1 starts again,22.3644444,91.8511111
LRP245,241.456,Km Post,Km post missing,22.3646111,91.8508333
LRP245a,241.625,Culvert,Box culvert,22.3632778,91.8514722
LRP246,242.456,Km Post,Km post missing,22.3561111,91.8531667
LRP246a,242.527,Bridge,Bridge start,22.3555,91.8530833
LRP246b,242.541,Bridge,Bridge end,22.3553889,91.8530556
LRP247,243.456,Km Post,Km post missing,22.3473886,91.8519444
LRP247a,244.005,Bridge,Bridge start,22.3427219,91.8531389
LRP247b,244.049,Bridge,Bridge end,22.3423608,91.8530833
LRP248,244.456,Km Post,Km post missing,22.3387497,91.8534722
LRP248a,244.508,Bridge,Bridge start,22.338333,91.8509167
LRP248b,244.553,Bridge,Bridge end,22.3380274,91.8538889
LRP248c,244.633,Bridge,Bridge start,22.3373886,91.8542778
LRP248d,244.68,Bridge,Bridge end,22.3370274,91.8545278
LRP249,245.456,Km Post,Km post missing,22.3314716,91.8515556
LRP249a,245.665,Bridge,Shah Amanath (Karnaphuli) Bridge,22.3297493,91.8521111
LRP250,246.456,Km Post,Km post missing,22.3228327,91.8535556
LRP250a,246.634,Bridge,Bridge end,22.3212771,91.8536111
LRP250b,247.336,Bridge,Bridge start,22.3153611,91.8553056
LRP250c,247.352,Bridge,Bridge end,22.3152222,91.8553333
LRP251,247.397,Km Post,"Cox,s Bazar 143 km,Patiya 16 km",22.3148889,91.8553889
LRP251a,247.893,"Side Road, Right",Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.,22.3108333,91.8570278
LRP251a,247.893,"Side Road, Right",Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.,22.3108333,91.8570278
LRP251b,247.923,"Side Road, Left",Road to Balakkhati (Z1065),22.3106111,91.8570833
LRP251c,248.25,Culvert,Box culvert,22.30825,91.8589722
LRP252,248.397,Km Post,Cox's Bazar 142 km,22.3071944,91.8598611
LRP252a,248.797,Culvert,Box culvert,22.3043056,91.8621667
LRP252b,249.106,Culvert,Box culvert,22.3021667,91.8639444
LRP253,249.399,Km Post,Cox's Bazar 141km,22.2998886,91.8655833
LRP253a,249.967,Culvert,Box culvert,22.2950274,91.8671938
LRP254,250.394,Km Post,Cox's Bazar 140km,22.2919441,91.8693327
LRP254a,250.445,"Side Road, Right",Road to Arowana (Z1018),22.2916663,91.8696382
LRP254b,250.615,Culvert,Box culvert,22.2916108,91.8711382
LRP254c,251.062,Culvert,Box culvert,22.293583,91.8748604
LRP254d,251.324,Bridge,Bridge start,22.2946386,91.8770827
LRP255,251.391,Km Post,Cox's Bazar 139 km,22.2949163,91.877666
LRP255a,251.445,Bridge,Bridge end,22.2951108,91.8781104
LRP255b,251.708,Culvert,Box Culvert,22.2983886,91.885583
LRP256,252.397,Km Post,Cox's Bazar 138 km,22.2985552,91.886333
LRP256a,252.956,"Side Road, Right",Road to Kaliganj (Z1071),22.3,91.8915552
LRP257,253.397,Km Post,Cox's Bazar 137 km,22.3005833,91.892833
LRP257a,253.57,Culvert,Box culvert,22.3015833,91.897333
LRP258,254.024,Km Post,"Cox,s Bazar 136 km,Patiya 11 km",22.3027222,91.9015556
LRP258a,254.127,Culvert,Box culvert,22.3029722,91.9025
LRP259,254.999,Km Post,"Cox,s Bazar 135 km,Patiya 10 km",22.3053611,91.9106389
LRP259a,255.302,Culvert,Box culvert,22.3070556,91.9128056
LRP259b,255.726,Cross Road,Road to Kaliganj (Z1070),22.3096944,91.91575
LRP260,255.999,Km Post,Box culvert,22.3114167,91.9176382
LRP260a,256.167,Culvert,Box culvert,22.3124722,91.9188327
LRP260b,256.688,Culvert,Box culvert,22.3156389,91.9224993
LRP260c,256.809,"Side Road, Left",Road to Kalurghat (N107),22.3158889,91.9235827
LRP261,256.999,Km Post,Km post missing,22.3155556,91.9253882
LRP261a,257.749,Culvert,Box culvert,22.3137778,91.9322216
LRP262,257.999,Km Post,Km post missing,22.31375,91.9345274
LRP263,258.999,Km Post,Km post missing,22.3136389,91.9438886
LRP263a,259.617,Culvert,Box culvert,22.3098611,91.9477219
LRP264,260.01,Km Post,Info.Missing,22.3067222,91.9491941
LRP265,261.01,Km Post,Km post missing,22.3025,91.9553889
LRP265a,261.936,Bridge,Bridge start,22.3010278,91.9641667
LRP265b,261.988,Bridge,Bridge end,22.3009444,91.9646667
LRP266,262.01,Km Post,Km post missing,22.3009167,91.9648889
LRP267,263.01,Km Post,Km post missing,22.2979441,91.973916
LRP267a,263.578,Culvert,Slab Culvert,22.2956941,91.9787493
LRP267b,263.744,"Side Road, Left",Road to Boalkhali (Z1059),22.295333,91.9803049
LRP268,264.01,Km Post,Km post missing,22.2934997,91.9816382
LRP268a,264.07,"Side Road, Left",Road to Haidgaon (Z1057),22.2933608,91.9821104
LRP268b,264.216,Culvert,Box culvert,22.292083,91.9822493
LRP268c,264.237,"Side Road, Right",Road to Anowara (R170),22.291833,91.9823327
LRP269,265.01,Km Post,Km post missing,22.2878052,91.9883886
LRP269a,265.313,Bridge,Bridge start,22.286583,91.9911108
LRP269b,265.385,Bridge,Bridge end,22.2863052,91.991583
LRP269c,265.41,"Side Road, Right",Road to Chandnaisa(Z1039),22.2862497,91.9916941
LRP270,266.01,Km Post,Km post missing,22.2836386,91.9967497
LRP270a,266.28,Culvert,Box Culvert,22.2820549,91.9986663
LRP271,267.205,Km Post,Info.Missing,22.2761938,92.0043889
LRP271a,267.419,Culvert,Box culvert,22.2745827,92.0053056
LRP271b,267.689,Culvert,Box culvert,22.2722493,92.0055278
LRP272,268.205,Km Post,Km post missing,22.2676104,92.0058056
LRP272a,268.831,Bridge,Bridge start,22.2622222,92.0070556
LRP272b,268.845,Bridge,Bridge end,22.2628611,92.0070278
LRP272c,269.079,Culvert,Box Culvert,22.2600833,92.0075556
LRP273,269.205,Km Post,Km post missing,22.259,92.0081389
LRP273a,269.608,Culvert,Box culvert,22.2557222,92.0096111
LRP273b,269.876,Culvert,Box culvert,22.2538611,92.01125
LRP274,270.205,Km Post,Km post missing,22.2517222,92.0133333
LRP274a,270.548,Culvert,Box culvert,22.249333,92.0152778
LRP275,271.205,Km Post,Km post missing,22.2449997,92.019166
LRP275a,271.807,Culvert,Box culvert,22.2410552,92.0215271
LRP275b,272.286,Culvert,Box culvert,22.2371941,92.0230549
LRP276,272.425,Km Post,Info.Missing,22.236083,92.0234716
LRP276a,272.81,Culvert,Box culvert,22.2327771,92.0245549
LRP276b,272.989,Bridge,Bridge start,22.2316938,92.0248882
LRP276c,273.003,Bridge,Bridge end,22.2315827,92.0249438
LRP277,273.219,Km Post,Info.Missing,22.227916,92.0258882
LRP277a,273.231,Bridge,Bridge start,22.2278882,92.025916
LRP277b,273.243,Bridge,Bridge end,22.2277771,92.0259438
LRP277c,273.68,Culvert,Box culvert,22.2240271,92.0270827
LRP278,274.219,Km Post,Km post missing,22.2192493,92.0278882
LRP278a,274.467,Culvert,Box culvert,22.2170549,92.0281382
LRP278b,274.982,"Side Road, Left",Road To Dhupchheri (Z1026),22.2131389,92.0304993
LRP279,275.219,Km Post,Km post missing,22.2116111,92.0318049
LRP279a,275.761,Bridge,Bridge start,22.2084444,92.0356663
LRP279b,275.816,Bridge,Bridge end,22.2080278,92.0357774
LRP279c,276.102,Bridge,Bridge start,22.2059444,92.0370274
LRP279d,276.114,Bridge,Bridge end,22.2058889,92.0371386
LRP280,276.219,Km Post,Km post missing,22.2054167,92.0380274
LRP281,277.313,Km Post,Info.Missing,22.1977774,92.0433886
LRP281a,278.013,"Side Road, Right",Road to Barma (Z1036),22.1917219,92.0453608
LRP282,278.326,Km Post,Info.Missing,22.1897497,92.046583
LRP283,279.339,Km Post,Info.Missing,22.1822771,92.0513889
LRP283a,280.16,Culvert,Box culvert,22.1750827,92.0528611
LRP284,280.339,Km Post,Km post missing,22.1735827,92.0534167
LRP285,281.339,Km Post,Km post missing,22.1652222,92.0548889
LRP286,282.339,Km Post,Km post missing,22.1629722,92.0641944
LRP286a,282.854,Bridge,Bridge start,22.1596667,92.0674716
LRP286b,283.071,Bridge,Bridge end,22.1580556,92.0686104
LRP287,283.339,Km Post,Km post missing,22.156,92.0701104
LRP287a,284.003,Bridge,Bridge start,22.1509722,92.0696938
LRP287b,284.012,Bridge,Bridge end,22.1508889,92.069666
LRP288,284.218,Km Post,"Cox,s Bazar 111 km,Kasherhat 5 km",22.1491386,92.0696104
LRP289,285.169,Km Post,Keranirhat 4 km,22.1406663,92.0697771
LRP289a,285.472,Culvert,Box Culvert,22.1379163,92.0698882
LRP289b,285.973,Culvert,Box Culvert,22.1334441,92.0700827
LRP290,286.134,Km Post,"Cox,s Bazar 109 km",22.1320549,92.0701938
LRP290a,286.253,Bridge,Bridge start,22.1308049,92.070416
LRP290b,286.314,Bridge,Bridge end,22.1304716,92.0704993
LRP290c,286.538,Bridge,Bridge start,22.1285271,92.0708604
LRP290d,286.569,Bridge,Bridge end,22.1282771,92.070916
LRP291,287.054,Km Post,Info.Missing,22.1240271,92.0715827
LRP291a,287.064,Culvert,Box culvert,22.123666,92.0716382
LRP291b,287.453,Culvert,Box culvert,22.1208049,92.0719438
LRP292,288.054,Km Post,Km post missing,22.1151944,92.072416
LRP292a,288.336,Culvert,Box culvert,22.1133056,92.0726938
LRP293,289.054,Km Post,Km post missing,22.1062222,92.0738049
LRP293a,289.612,"Side Road, Left",Road to Bandarban(N108),22.1021667,92.0740549
LRP293b,289.724,Culvert,Box culvert,22.0993052,92.0743604
LRP293c,289.974,"Side Road, Right",Road to Satkaria (Z1019),22.0977497,92.0750271
LRP294,290.004,Km Post,Km post missing,22.097583,92.0752216
LRP294a,290.616,Culvert,Box culvert,22.0942219,92.0798604
LRP295,290.838,Km Post,"Cox,s Bazar 104 km",22.092833,92.0812493
LRP296,291.794,Km Post,"Cox,s Bazar 103 km,Pasea 5 km",22.0876941,92.088583
LRP296a,292.34,Culvert,Box culvert,22.0844441,92.0924997
LRP297,292.758,Km Post,"Cox,s Bazar 102 km,Pasha 3 km",22.0826104,92.0958886
LRP297a,293.058,Culvert,Box culvert,22.081166,92.0982774
LRP298,293.758,Km Post,Km post missing,22.0752216,92.1001944
LRP298a,294.462,Bridge,Bridge start,22.0699438,92.1038333
LRP298b,294.495,Bridge,Bridge end,22.0698049,92.104
LRP299,294.672,Km Post,"Cox,s Bazar 100 km,Pasra 2 km",22.0686938,92.10525
LRP299a,295.238,Bridge,Bridge start,22.0641667,92.107
LRP299b,295.283,Bridge,Bridge end,22.0638611,92.1070833
LRP299c,295.663,Culvert,Box culvert,22.0605556,92.1078056
LRP300,295.672,Km Post,Km post missing,22.0604722,92.1078611
LRP300a,296.095,Culvert,Box culvert,22.0568611,92.1090833
LRP300b,296.61,Culvert,Box culvert,22.0522778,92.1091111
LRP301,296.672,Km Post,Km post missing,22.0516944,92.1090278
LRP301a,297.002,Culvert,Box culvert,22.0486386,92.1082222
LRP301b,297.441,"Side Road, Left",Road to Tonkabati (Z1013),22.0449719,92.1078333
LRP301c,297.536,Culvert,Box culvert,22.0443052,92.1073056
LRP302,297.672,Km Post,Km post missing,22.0434441,92.1063056
LRP302a,298.367,Culvert,Box culvert,22.0379163,92.104
LRP303,298.464,Km Post,"Cox.s Bazar 96 km,Lohaona 3 km",22.037083,92.1039722
LRP303a,299.031,Culvert,Box culvert,22.0320827,92.1041667
LRP303b,299.409,Bridge,Bridge start,22.028916,92.1035556
LRP304,299.464,Km Post,Km post missing,22.0284438,92.1032778
LRP304a,299.483,Bridge,Bridge end,22.0283327,92.1031944
LRP305,300.382,Km Post,"Cox,s Bazar 94 km,Lohaona 1 km",22.020666,92.1015556
LRP305a,300.396,Culvert,Box culvert,22.0205549,92.1015
