road,chainage,lrp,lat,lon,gap,type,name,length
N1,141.304,LRP144b,23.0398052,91.3656111,,RailRoadCrossing,Rail Road Crossing,462.254
N1,141.772,LRP145,23.0360274,91.36575,,KmPost,Km post missing,462.254
N1,142.507,LRP145a,23.029416,91.3656389,,Culvert,Box culvert,462.254
N1,142.794,LRP146,23.0269716,91.3655,,KmPost,"Ctg 99 km,Feni 3 km",462.254
N1,143.034,LRP146a,23.0248327,91.3655278,,"SideRoad,Right",Road to Biroli (Z1030),462.254
N1,143.795,LRP147,23.0193604,91.3697771,,KmPost,"Ctg 98 km,Feni 2 km",462.254
N1,143.946,LRP147a,23.0185271,91.3708327,,Culvert,Box culvert,462.254
N1,144.67,LRP147b,23.0140833,91.3759716,,Culvert,Box culvert,462.254
N1,144.795,LRP148,23.0132778,91.3769438,,KmPost,Km post missing,462.254
N1,145.409,LRP148a,23.0095556,91.3813604,,CrossRoad / KmPost,Intersection with N104 / Km post missing,462.254
N1,146.816,LRP150,23.0018889,91.3920552,,KmPost,Ctg 95 km,462.254
N1,147.816,LRP151,22.9963886,91.3998052,,KmPost,Km post missing,462.254
N1,147.901,LRP151a,22.9961941,91.4005,BS,Bridge,Bridge start,462.254
N1,147.924,LRP151b,22.9960552,91.4006667,BE,Bridge,Bridge end,462.254
N1,148.841,LRP152,22.9906941,91.4072222,,KmPost,"Ctg 93 km,Lalpole 1 km",462.254
N1,149.289,LRP152a,22.9877774,91.41,,"SideRoad,Left",Road to Feni Town (Z1034),462.254
N1,149.585,LRP152b,22.9858886,91.4120556,,"SideRoad,Right",Road to Sonagazi (Z1034),462.254
N1,149.841,LRP153,22.9842219,91.4137222,,KmPost,Ctg 91 km,462.254
N1,150.892,LRP154,22.9774438,91.4205827,,KmPost,Ctg 91 km,462.254
N1,151.892,LRP155,22.9711382,91.4273882,,KmPost,Km post missing,462.254
N1,152.892,LRP156,22.9663333,91.4356108,,KmPost,Km post missing,462.254
N1,153.672,LRP156a,22.9624167,91.4416941,BS,Bridge,Bridge start,462.254
N1,153.781,LRP156b,22.9618056,91.4424997,BE,Bridge,Bridge end,462.254
N1,153.892,LRP157,22.9611667,91.4433886,,KmPost,Km post missing,462.254
N1,154.935,LRP158,22.9561389,91.4517778,,KmPost,Ctg 87 km,462.254
N1,155.935,LRP159,22.9514444,91.4600278,,KmPost,Km post missing,462.254
N1,156.947,LRP160,22.9479997,91.4689993,,KmPost,"Ctg 85 km,Bairyahat 10 km",462.254
N1,157.685,LRP160a,22.9483608,91.4761382,,"SideRoad,Left",Road to Mounshirhat (Z1081),462.254
N1,157.947,LRP161,22.9484997,91.4786938,,KmPost,Km post missing,462.254
N1,158.955,LRP162,22.9497497,91.4883608,,KmPost,Ctg 83 km,462.254
N1,159.955,LRP163,22.9497774,91.4980274,,KmPost,Km post missing,462.254
N1,160.243,LRP163a,22.9496663,91.5007778,BS,Bridge,Bridge start,462.254
N1,160.454,LRP163b,22.949583,91.5027778,BE,Bridge,Bridge end,462.254
N1,160.963,LRP164,22.9482774,91.50725,,KmPost,Ctg 81 kkm,462.254
N1,161.582,LRP164a,22.9439441,91.5108611,,"SideRoad,Left",Road to Chhagalnaiya (Z1032),462.254
N1,161.963,LRP165,22.940833,91.5124444,,KmPost,Km post missing,462.254
N1,162.963,LRP166,22.9329716,91.5172216,,KmPost,Km post missing,462.254
N1,163.963,LRP167,22.9248882,91.5213327,,KmPost,Km post missing,462.254
N1,164.963,LRP168,22.9167216,91.5253882,,KmPost,Km post missing,462.254
N1,165.097,LRP168a,22.9156667,91.5259438,BS,Bridge,Bridge start,462.254
N1,165.325,LRP168b,22.9138056,91.5268604,BE,Bridge / Bridge,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,462.254
N1,165.963,LRP169,22.9085833,91.5294993,,KmPost,Km post missing,462.254
N1,166.427,LRP169a,22.9046667,91.5314438,,Culvert,Box culvert,462.254
N1,166.963,LRP170,22.9003333,91.5333608,,KmPost,Km post missing,462.254
N1,167.046,LRP170a,22.8994441,91.5336108,,Others,End of Bituminous Pavment,462.254
N1,167.683,LRP170b,22.8939997,91.5346941,,"SideRoad,Left",Road to Karerhat (R151),462.254
N1,167.796,LRP170c,22.8929719,91.5350274,,Others,Start of Bituminious Pavement,462.254
N1,167.9,LRP170d,22.8921663,91.5353052,,Culvert,Box culvert,462.254
N1,167.963,LRP171,22.8916386,91.5354719,,KmPost,Km post missing,462.254
N1,168.963,LRP172,22.8829993,91.5381663,,KmPost / Culvert,Km post missing / Box culvert,462.254
N1,169.878,LRP172b,22.875166,91.5407219,,Culvert,Box culvert,462.254
N1,169.963,LRP173,22.8744438,91.5409719,,KmPost,Km post missing,462.254
N1,170.125,LRP173a,22.8731382,91.5414441,,Culvert,Box culvert,462.254
N1,170.681,LRP173b,22.868416,91.5431663,,Culvert,Box culvert,462.254
N1,170.963,LRP174,22.8661111,91.5439997,,KmPost,Km post missing,462.254
N1,171.539,LRP174a,22.86111772310757,91.54512584501992,,Culvert,Box culvert,462.254
N1,171.716,LRP174b,22.8595833,91.5454719,,Culvert,Box culvert,462.254
N1,171.963,LRP175,22.8575556,91.5456386,,KmPost,Km post missing,462.254
N1,172.128,LRP175a,22.856,91.5457219,,Culvert,Box culvert,462.254
N1,172.241,LRP175b,22.8550556,91.545833,,Culvert,Box culvert,462.254
N1,172.963,LRP176,22.8486663,91.5463608,,KmPost,Km post missing,462.254
N1,172.98,LRP176a,22.8485274,91.5463886,BS,Bridge,Bridge start,462.254
N1,172.99,LRP176b,22.8484441,91.5464163,BE,Bridge,Bridge end,462.254
N1,173.37,LRP176c,22.8452219,91.5475274,,Culvert,Box culvert,462.254
N1,173.61,LRP176d,22.8432497,91.5482219,,Culvert,Box culvert,462.254
N1,173.963,LRP177,22.8401941,91.5490552,,KmPost,Km post missing,462.254
N1,174.277,LRP177a,22.8372497,91.5492497,,Culvert,Pipe culvert,462.254
N1,174.963,LRP178,22.8313882,91.5503611,,KmPost,Km post missing,462.254
N1,175.835,LRP178a,22.8239438,91.5528333,,Culvert,Box culvert,462.254
N1,175.963,LRP179,22.8228049,91.5531389,,KmPost,Km post missing,462.254
N1,176.963,LRP180,22.8141389,91.5555833,,KmPost,Km post missing,462.254
N1,177.303,LRP180a,22.8110556,91.5563889,,Culvert,Box culvert,462.254
N1,177.709,LRP180b,22.808,91.5579167,,Culvert,Box culvert,462.254
N1,177.961,LRP180c,22.8059722,91.5589167,,Culvert,Box culvert,462.254
N1,177.963,LRP181,22.8059444,91.5589167,,KmPost,Km post missing,462.254
N1,178.118,LRP181a,22.8045833,91.5591111,,Culvert,Box culvert,462.254
N1,178.963,LRP182,22.7974719,91.5613611,,KmPost,Km post missing,462.254
N1,179.456,LRP182a,22.7934163,91.5633333,,Culvert,Box Culvert,462.254
N1,179.928,LRP182b,22.7896108,91.5654444,,Culvert,Box culvert,462.254
N1,179.963,LRP183,22.7893608,91.5655833,,KmPost,Km post missing,462.254
N1,180.957,LRP183a,22.7813327,91.5695271,,Bridge,Bridge start,462.254
N1,180.963,LRP184,22.7812216,91.5695827,,KmPost,Km post missing,462.254
N1,180.978,LRP184a,22.7811382,91.5696382,,Bridge,Bridge end,462.254
N1,181.464,LRP184b,22.7771104,91.5713327,,"SideRoad,Left",Road to Narayanhat (Z1021),462.254
N1,181.939,LRP184c,22.7732771,91.5733604,,Culvert,Box culvert,462.254
N1,181.963,LRP185,22.7730271,91.5734716,,KmPost,Km post missing,462.254
N1,182.432,LRP185a,22.7693604,91.5756104,,Culvert,Box culvert,462.254
N1,182.434,LRP185b,22.7661944,91.5779993,,Culvert,Box culvert,462.254
N1,182.963,LRP186,22.7654722,91.5785549,,KmPost,Km post missing,462.254
N1,183.416,LRP186a,22.7621944,91.5811382,,Culvert,Box culvert,462.254
N1,183.963,LRP187,22.7585278,91.5845274,,KmPost,Km post missing,462.254
N1,184.783,LRP187a,22.7526389,91.5893608,BS,Bridge,Bridge start,462.254
N1,184.806,LRP187b,22.7525,91.5894719,BE,Bridge,Bridge end,462.254
N1,184.963,LRP188,22.7513333,91.5903608,,KmPost,Km post missing,462.254
N1,185.195,LRP188a,22.7496386,91.5916386,,Culvert,Box culvert,462.254
N1,185.963,LRP189,22.7435552,91.5949163,,KmPost,Km post missing,462.254
N1,185.995,LRP189a,22.7433052,91.5950274,,Culvert,Box culvert,462.254
N1,186.963,LRP190,22.7349997,91.5979441,,KmPost,Km post missing,462.254
N1,186.975,LRP190a,22.7349163,91.5979719,,Culvert,Box culvert,462.254
N1,187.963,LRP191,22.7263882,91.6007778,,KmPost,Km post missing,462.254
N1,188.502,LRP191a,22.7221104,91.6030833,,Culvert,Box culvert,462.254
N1,188.963,LRP192,22.7185549,91.6053056,,KmPost,Km post missing,462.254
N1,189.223,LRP192a,22.7165556,91.6065556,,Culvert,Box culvert,462.254
N1,189.298,LRP192b,22.716,91.6069167,,Culvert,Box culvert,462.254
N1,189.513,LRP193,22.7143889,91.6079444,,KmPost,"Ctg 52 km,Sitakhada 12 km",462.254
N1,189.769,LRP193a,22.7124167,91.6090556,,Culvert,Box culvert,462.254
N1,190.376,LRP193b,22.7076111,91.6118056,,Culvert,Box Culvert,462.254
N1,190.513,LRP194,22.7065556,91.6123611,,KmPost,Km post missing,462.254
N1,190.581,LRP194a,22.706,91.6126944,,Culvert,Box culvert,462.254
N1,190.923,LRP194b,22.7033056,91.6142222,,Culvert,Box culvert,462.254
N1,191.304,LRP194c,22.7002222,91.6157778,,Culvert,Box culvert,462.254
N1,191.524,LRP195,22.6984997,91.616666,,KmPost,"Ctg 50 km,Sitakanda 10 km",462.254
N1,192.308,LRP195a,22.6919719,91.6198604,,Culvert,Box culvert,462.254
N1,192.524,LRP196,22.6904163,91.6205271,,KmPost,Km post missing,462.254
N1,192.622,LRP196a,22.689583,91.6208327,,Culvert,Box culvert,462.254
N1,193.166,LRP196b,22.685083,91.6228327,,Culvert,Box culvert,462.254
N1,193.483,LRP197,22.6825549,91.6241938,,KmPost,"Ctg 48 km,Sitakanda 8 km",462.254
N1,194.153,LRP197a,22.6769438,91.6268327,,Culvert,Box culvert,462.254
N1,194.384,LRP197b,22.6751382,91.6274438,,Culvert,Box culvert,462.254
N1,194.483,LRP198,22.6743049,91.6277493,,KmPost,Km post missing,462.254
N1,194.603,LRP198a,22.6733049,91.6280827,,"SideRoad,Left",Road to Haidchokia (Z1086),462.254
N1,194.734,LRP198b,22.6722493,91.6285271,,Culvert,Box culvert,462.254
N1,195.24,LRP198c,22.6678604,91.6301104,,Culvert,Box culvert,462.254
N1,195.61,LRP199,22.6649167,91.6315549,,KmPost,"Ctg 46 km,Sitakanda 6 km",462.254
N1,195.748,LRP199a,22.6638333,91.6321382,,Culvert,Box culvert,462.254
N1,196.288,LRP199b,22.6596667,91.6347219,,Culvert,Box culvert,462.254
N1,196.61,LRP200,22.6571389,91.636333,,KmPost,Km post missing,462.254
N1,196.967,LRP200a,22.6543889,91.6381386,,Culvert,Box culvert,462.254
N1,197.176,LRP200b,22.6527778,91.6391663,,Culvert,Box culvert,462.254
N1,197.587,LRP201,22.6494997,91.640833,,KmPost,"Ctg 44 km,Sitakanda 4 km",462.254
N1,197.654,LRP201a,22.6489997,91.6411108,,Culvert,Box culvert,462.254
N1,198.117,LRP201b,22.6452774,91.6430552,,Culvert,Box culvert,462.254
N1,198.587,LRP202,22.641583,91.6451108,,KmPost,Km post missing,462.254
N1,199.561,LRP202a,22.6338608,91.6494719,,Culvert,Box culvert,462.254
N1,199.648,LRP203,22.6330827,91.649833,,KmPost,"Ctg 42 km,Sitakanda 2 km",462.254
N1,199.783,LRP203a,22.6320271,91.6503889,,Culvert,Box culvert,462.254
N1,200.565,LRP203b,22.625916,91.6541389,,Culvert,Box culvert,462.254
N1,200.648,LRP204,22.6252216,91.6545278,,KmPost,Km post missing,462.254
N1,200.867,LRP204a,22.6234716,91.6553056,,Culvert,Box culvert,462.254
N1,201.2,LRP204b,22.6206938,91.6563611,,Culvert,Box culvert,462.254
N1,201.363,LRP204c,22.6194993,91.6568889,BS,Bridge,Bridge start,462.254
N1,201.383,LRP204d,22.6180271,91.6578333,BE,Bridge / Culvert,Bridge end / Box culvert,462.254
N1,201.636,LRP204f,22.6175271,91.65825,,Culvert,Box culvert,462.254
N1,201.727,LRP205,22.6169716,91.65875,,KmPost,"Ctg 40 km,Sitakanda 0 km",462.254
N1,201.743,LRP205a,22.6168604,91.6588611,,Culvert,Box culvert,462.254
N1,202.355,LRP205b,22.6123889,91.6622222,,Culvert,Box culvert,462.254
N1,202.727,LRP206,22.6094444,91.6638333,,KmPost,Km post missing,462.254
N1,202.799,LRP206a,22.6088889,91.6641111,,Culvert,Box culvert,462.254
N1,203.751,LRP207,22.6015833,91.6688327,,KmPost,Ctg 38 km,462.254
N1,203.881,LRP207a,22.601,91.6692771,,Culvert,Box culvert,462.254
N1,203.996,LRP207b,22.6000556,91.6699438,,Culvert,Box culvert,462.254
N1,204.045,LRP207c,22.5994441,91.6703049,,Culvert,Box culvert,462.254
N1,204.726,LRP207d,22.5942219,91.6737771,,Culvert,Box culvert,462.254
N1,204.751,LRP208,22.5939997,91.6738327,,KmPost,Km post missing,462.254
N1,205.159,LRP208a,22.5907497,91.6754716,,Culvert,Box culvert,462.254
N1,205.916,LRP209,22.584583,91.6780827,,KmPost,Info.Missing,462.254
N1,206.033,LRP209a,22.5836663,91.6784716,BS,Bridge,Bridge start,462.254
N1,206.059,LRP209b,22.5834997,91.6785827,BE,Bridge,Bridge end,462.254
N1,206.402,LRP209c,22.580666,91.6799438,,"SideRoad,Left",Road to Katirhat (Z1087),462.254
N1,206.733,LRP209d,22.5779438,91.6811382,,Culvert,Box culvert,462.254
N1,206.916,LRP210,22.5763604,91.6818049,,KmPost,Km post missing,462.254
N1,207.293,LRP210a,22.5731938,91.6830827,BS,Bridge,Bridge start,462.254
N1,207.311,LRP210b,22.5730549,91.6831938,BE,Bridge,Bridge end,462.254
N1,207.916,LRP211,22.5679716,91.6846941,,KmPost,Km post missing,462.254
N1,208.094,LRP211a,22.5664722,91.6851663,,Culvert,Box culvert,462.254
N1,208.369,LRP211b,22.5641389,91.6859163,BS,Bridge,Bridge start,462.254
N1,208.383,LRP211c,22.564,91.6859441,BE,Bridge,Bridge end,462.254
N1,208.6,LRP211d,22.5624722,91.6863608,,Culvert,Box culvert,462.254
N1,208.916,LRP212,22.5594444,91.6872219,,KmPost,Km post missing,462.254
N1,209.855,LRP213,22.5514167,91.6896941,,KmPost,Ctg 32 km,462.254
N1,209.999,LRP213a,22.5503056,91.6902774,BS,Bridge,Bridge start,462.254
N1,210.03,LRP213b,22.5501667,91.6903886,BE,Bridge,Bridge end,462.254
N1,210.855,LRP214,22.5438886,91.6945274,,KmPost,Km post missing,462.254
N1,210.974,LRP214a,22.5428608,91.6950274,,Culvert,Box culvert,462.254
N1,211.856,LRP215,22.5354997,91.6979441,,KmPost,Ctg 30 km,462.254
N1,211.946,LRP215a,22.5347774,91.698333,,Culvert,Box culvert,462.254
N1,212.856,LRP216,22.5273049,91.7019444,,KmPost,Km post missing,462.254
N1,213.813,LRP216a,22.519416,91.7053611,BS,Bridge,Bridge start,462.254
N1,213.831,LRP216b,22.519265407228914,91.70540328072288,BE,Bridge,Bridge end,462.254
N1,213.896,LRP217,22.5187216,91.7055556,,KmPost,Ctg 28 km,462.254
N1,214.172,LRP217a,22.5165556,91.7065833,BS,Bridge,Bridge start,462.254
N1,214.217,LRP217b,22.5161667,91.70675,BE,Bridge,Bridge end,462.254
N1,214.399,LRP217c,22.5147222,91.7074444,,Culvert,Box culvert,462.254
N1,214.593,LRP217d,22.5131389,91.7080833,BS,Bridge,Bridge start,462.254
N1,214.634,LRP217e,22.5127778,91.7082222,BE,Bridge,Bridge end,462.254
N1,214.896,LRP218,22.5106111,91.7090833,,KmPost,Km post missing,462.254
N1,215.04,LRP218a,22.5094444,91.7096389,BS,Bridge,Bridge start,462.254
N1,215.052,LRP218b,22.5093611,91.7096944,BE,Bridge,Bridge end,462.254
N1,215.291,LRP218c,22.5074444,91.7105556,BS,Bridge,Bridge start,462.254
N1,215.309,LRP218d,22.5073056,91.7106389,BE,Bridge,Bridge end,462.254
N1,215.839,LRP218e,22.503,91.7128056,,Culvert,Box culvert,462.254
N1,215.896,LRP219,22.5025556,91.7130556,,KmPost,Km post missing,462.254
N1,216.581,LRP219a,22.4969163,91.7155556,BS,Bridge,Bridge start,462.254
N1,216.6,LRP219b,22.4968052,91.7156389,BE,Bridge,Bridge end,462.254
N1,216.896,LRP220,22.494583,91.7170827,,KmPost,Km post missing,462.254
N1,217.783,LRP220a,22.4869441,91.7192771,,Culvert,Box culvert,462.254
N1,217.957,LRP221,22.4854163,91.7195549,,KmPost,Ctg 24 km,462.254
N1,218.254,LRP221a,22.48280706570156,91.72005100244988,,Culvert,Box culvert,462.254
N1,218.855,LRP221b,22.4775271,91.7210549,BS,Bridge,Bridge start,462.254
N1,218.88,LRP221c,22.4773049,91.7211104,BE,Bridge,Bridge end,462.254
N1,218.969,LRP222,22.4765271,91.7213327,,KmPost,Info.Missing,462.254
N1,219.852,LRP222a,22.4694438,91.7250549,,Culvert,Box culvert,462.254
N1,219.988,LRP223,22.468416,91.7255827,,KmPost,Ctg 22 km,462.254
N1,220.988,LRP224,22.4603056,91.7295827,,KmPost,Km post missing,462.254
N1,221.172,LRP224a,22.4588333,91.7303604,BS,Bridge,Bridge start,462.254
N1,221.198,LRP224b,22.4586389,91.7304716,BE,Bridge,Bridge end,462.254
N1,222.006,LRP225,22.45182350044248,91.7331283022124,,KmPost,Info.Missing,462.254
N1,223.006,LRP226,22.4433886,91.7364163,,KmPost,Km post missing,462.254
N1,223.11,LRP226a,22.4424997,91.7366663,BS,Bridge,Bridge start,462.254
N1,223.141,LRP226b,22.4422219,91.7367497,BE,Bridge,Bridge end,462.254
N1,224.066,LRP227,22.4349719,91.7396941,,KmPost,Km post missing,462.254
N1,224.203,LRP227a,22.4333049,91.7403608,,Culvert,Box culvert,462.254
N1,224.514,LRP227b,22.4307493,91.7415274,BS,Bridge,Bridge start,462.254
N1,224.557,LRP227c,22.4304438,91.7417219,BE,Bridge,Bridge end,462.254
N1,225.006,LRP228,22.4269716,91.7439997,,KmPost,Km post missing,462.254
N1,226.006,LRP229,22.4198882,91.7497774,,KmPost,Km post missing,462.254
N1,226.171,LRP229a,22.4185549,91.7504722,BS,Bridge,Bridge start,462.254
N1,226.209,LRP229b,22.4182771,91.7506667,BE,Bridge,Bridge end,462.254
N1,227.006,LRP230,22.4119167,91.7543611,,KmPost,Km post missing,462.254
N1,227.206,LRP230a,22.4101111,91.7544444,,Others,End of Bituminous Pavement,462.254
N1,227.412,LRP230b,22.4084167,91.7551389,,Culvert,Box culvert,462.254
N1,227.414,LRP230c,22.40839921010101,91.75514357643098,,Others,Start of Bituminous Pavement,462.254
N1,228.006,LRP231,22.4032222,91.7565278,,KmPost,Km post missing,462.254
N1,228.406,LRP231a,22.3996108,91.7573333,,"SideRoad,Right",Road to Biman Bandar (Z1016),462.254
N1,228.51,LRP231b,22.3988608,91.7576667,BS,Bridge,Bridge start,462.254
N1,228.517,LRP231c,22.3988052,91.7576667,BE,Bridge,Bridge end,462.254
N1,229.006,LRP232,22.3944997,91.7586944,,KmPost,Km post missing,462.254
N1,229.065,LRP232a,22.3937774,91.7588056,,"SideRoad,Right","N111, Port Connecting Road",462.254
N1,229.282,LRP232b,22.3921108,91.75925,,Culvert,Box culvert,462.254
N1,229.633,LRP232c,22.3892497,91.7605,BS,Bridge,Bridge start,462.254
N1,229.692,LRP232d,22.3887497,91.7607222,BE,Bridge,Bridge end,462.254
N1,230.006,LRP233,22.3861663,91.7618333,,KmPost,Km post missing,462.254
N1,230.631,LRP233a,22.3815271,91.7652222,,Culvert,Box culvert,462.254
N1,231.006,LRP234,22.379166,91.7675827,,KmPost,Km post missing,462.254
N1,231.442,LRP234a,22.3764716,91.770416,BS,Bridge,Bridge start,462.254
N1,231.461,LRP234b,22.3762254893617,91.77054326631206,BE,Bridge,Bridge end,462.254
N1,232.006,LRP235,22.369166,91.7741938,,KmPost,Km post missing,462.254
N1,232.561,LRP235a,22.3691382,91.777666,,Others,End of Bituminous Road,462.254
N1,232.754,LRP235b,22.3586667,91.7822771,,Others,The chittagong city area starts from Alongka cinema Hall,462.254
N1,241.063,LRP244b,22.3644444,91.8511111,,Others,Chittagong city area ends and the survey of N1 starts again,462.254
N1,241.456,LRP245,22.3646111,91.8508333,,KmPost,Km post missing,462.254
N1,241.625,LRP245a,22.3632778,91.8514722,,Culvert,Box culvert,462.254
N1,242.456,LRP246,22.3561111,91.8531667,,KmPost,Km post missing,462.254
N1,242.527,LRP246a,22.3555,91.8530833,BS,Bridge,Bridge start,462.254
N1,242.541,LRP246b,22.3553889,91.8530556,BE,Bridge,Bridge end,462.254
N1,243.456,LRP247,22.3473886,91.8519444,,KmPost,Km post missing,462.254
N1,244.005,LRP247a,22.3427219,91.8531389,BS,Bridge,Bridge start,462.254
N1,244.049,LRP247b,22.3423608,91.8530833,BE,Bridge,Bridge end,462.254
N1,244.456,LRP248,22.3387497,91.8534722,,KmPost,Km post missing,462.254
N1,244.508,LRP248a,22.338362487628867,91.853695585567,BS,Bridge,Bridge start,462.254
N1,244.553,LRP248b,22.3380274,91.8538889,BE,Bridge,Bridge end,462.254
N1,244.633,LRP248c,22.3373886,91.8542778,BS,Bridge,Bridge start,462.254
N1,244.68,LRP248d,22.3370274,91.8545278,BE,Bridge,Bridge end,462.254
N1,245.456,LRP249,22.3314716,91.8515556,,KmPost,Km post missing,462.254
N1,245.665,LRP249a,22.3297493,91.8521111,,Bridge,Shah Amanath (Karnaphuli) Bridge,462.254
N1,246.456,LRP250,22.3228327,91.8535556,,KmPost,Km post missing,462.254
N1,246.634,LRP250a,22.3212771,91.8536111,BS,Bridge,Bridge end,462.254
N1,247.336,LRP250b,22.3153611,91.8553056,BE,Bridge,Bridge start,462.254
N1,247.352,LRP250c,22.3152222,91.8553333,,Bridge,Bridge end,462.254
N1,247.397,LRP251,22.3148889,91.8553889,,KmPost,"Cox,s Bazar 143 km,Patiya 16 km",462.254
N1,247.893,LRP251a,22.3108333,91.8570278,,"SideRoad,Right / SideRoad,Right",Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division. / Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.,462.254
N1,247.923,LRP251b,22.3106111,91.8570833,,"SideRoad,Left",Road to Balakkhati (Z1065),462.254
N1,248.25,LRP251c,22.30825,91.8589722,,Culvert,Box culvert,462.254
N1,248.397,LRP252,22.3071944,91.8598611,,KmPost,Cox's Bazar 142 km,462.254
N1,248.797,LRP252a,22.3043056,91.8621667,,Culvert,Box culvert,462.254
N1,249.106,LRP252b,22.3021667,91.8639444,,Culvert,Box culvert,462.254
N1,249.399,LRP253,22.2998886,91.8655833,,KmPost,Cox's Bazar 141km,462.254
N1,249.967,LRP253a,22.2950274,91.8671938,,Culvert,Box culvert,462.254
N1,250.394,LRP254,22.2919441,91.8693327,,KmPost,Cox's Bazar 140km,462.254
N1,250.445,LRP254a,22.2916663,91.8696382,,"SideRoad,Right",Road to Arowana (Z1018),462.254
N1,250.615,LRP254b,22.2916108,91.8711382,,Culvert,Box culvert,462.254
N1,251.062,LRP254c,22.293583,91.8748604,,Culvert,Box culvert,462.254
N1,251.324,LRP254d,22.2946386,91.8770827,,Bridge,Bridge start,462.254
N1,251.391,LRP255,22.2949163,91.877666,,KmPost,Cox's Bazar 139 km,462.254
N1,251.445,LRP255a,22.2951108,91.8781104,,Bridge,Bridge end,462.254
N1,251.708,LRP255b,22.2983886,91.885583,,Culvert,Box Culvert,462.254
N1,252.397,LRP256,22.2985552,91.886333,,KmPost,Cox's Bazar 138 km,462.254
N1,252.956,LRP256a,22.3,91.8915552,,"SideRoad,Right",Road to Kaliganj (Z1071),462.254
N1,253.397,LRP257,22.3005833,91.892833,,KmPost,Cox's Bazar 137 km,462.254
N1,253.57,LRP257a,22.3015833,91.897333,,Culvert,Box culvert,462.254
N1,254.024,LRP258,22.3027222,91.9015556,,KmPost,"Cox,s Bazar 136 km,Patiya 11 km",462.254
N1,254.127,LRP258a,22.3029722,91.9025,,Culvert,Box culvert,462.254
N1,254.999,LRP259,22.3053611,91.9106389,,KmPost,"Cox,s Bazar 135 km,Patiya 10 km",462.254
N1,255.302,LRP259a,22.3070556,91.9128056,,Culvert,Box culvert,462.254
N1,255.726,LRP259b,22.3096944,91.91575,,CrossRoad,Road to Kaliganj (Z1070),462.254
N1,255.999,LRP260,22.3114167,91.9176382,,KmPost,Box culvert,462.254
N1,256.167,LRP260a,22.3124722,91.9188327,,Culvert,Box culvert,462.254
N1,256.688,LRP260b,22.3156389,91.9224993,,Culvert,Box culvert,462.254
